paramID,flag,periodLen,steps
2532,periodic,168.0000,34272
2533,periodic,168.0000,7728
2534,periodic,168.0000,5040
2535,periodic,168.0000,12768
2536,periodic,168.0000,5040
2537,periodic,168.0000,5040
2538,periodic,168.0000,15792
2539,periodic,168.0000,5040
2540,periodic,168.0000,5040
2541,periodic,168.0000,10416
2542,periodic,168.0000,18144
2543,periodic,168.0000,7056
2544,periodic,168.0000,15792
2545,periodic,168.0000,8736
2546,periodic,168.0000,5040
2547,periodic,168.0000,21168
2548,periodic,168.0000,5040
2549,periodic,168.0000,9072
2550,periodic,168.0000,25872
2551,periodic,168.0000,5040
2552,periodic,168.0000,5040
2553,periodic,168.0000,48384
2554,periodic,168.0000,5040
2555,periodic,168.0000,10416
2556,periodic,168.0000,13104
2557,periodic,168.0000,9744
2558,periodic,168.0000,121632
2559,periodic,168.0000,5040
2560,periodic,168.0000,9072
2561,periodic,168.0000,5040
2562,periodic,168.0000,45024
2563,periodic,168.0000,5040
2564,periodic,168.0000,5040
2565,periodic,168.0000,5040
2566,periodic,168.0000,12768
2567,periodic,168.0000,26208
2568,periodic,168.0000,5712
2569,periodic,168.0000,5040
2570,periodic,168.0000,39984
2571,periodic,168.0000,5712
2572,periodic,168.0000,122304
2573,periodic,168.0000,5040
2574,periodic,168.0000,5712
2575,periodic,168.0000,12096
2576,periodic,168.0000,5376
2577,periodic,168.0000,26544
2578,periodic,168.0000,14784
2579,periodic,168.0000,5712
2580,periodic,168.0000,5040
2581,periodic,168.0000,5712
2582,periodic,168.0000,5040
2583,periodic,168.0000,5040
2584,periodic,168.0000,5040
2585,periodic,168.0000,33264
2586,periodic,168.0000,19152
2587,periodic,168.0000,11760
2588,periodic,168.0000,12432
2589,periodic,168.0000,5040
2590,periodic,168.0000,5376
2591,periodic,168.0000,5040
2592,periodic,168.0000,5040
2593,periodic,168.0000,9744
2594,periodic,168.0000,5040
2595,periodic,168.0000,26208
2596,periodic,168.0000,11424
2597,periodic,168.0000,9072
2598,periodic,168.0000,38976
2599,periodic,168.0000,6384
2600,periodic,168.0000,49056
2601,periodic,168.0000,10752
2602,periodic,168.0000,83328
2603,periodic,168.0000,5712
2604,periodic,168.0000,5040
2605,periodic,168.0000,11760
2606,periodic,168.0000,5040
2607,periodic,168.0000,8736
2608,periodic,168.0000,97440
2609,periodic,168.0000,8400
2610,periodic,168.0000,21840
2611,periodic,168.0000,5040
2612,periodic,168.0000,5040
2613,periodic,168.0000,8064
2614,periodic,168.0000,10416
2615,periodic,168.0000,9744
2616,periodic,168.0000,25872
2617,periodic,168.0000,5712
2618,periodic,168.0000,11760
2619,periodic,168.0000,5376
2620,periodic,168.0000,8400
2621,periodic,168.0000,5040
2622,periodic,168.0000,5040
2623,periodic,168.0000,10080
2624,periodic,168.0000,52416
2625,periodic,168.0000,44016
2626,periodic,168.0000,11088
2627,periodic,168.0000,5376
2628,periodic,168.0000,19152
2629,periodic,168.0000,5376
2630,periodic,168.0000,13776
2631,periodic,168.0000,5040
2632,periodic,168.0000,5040
2633,periodic,168.0000,5040
2634,periodic,168.0000,11088
2635,periodic,168.0000,5040
2636,periodic,168.0000,5040
2637,periodic,168.0000,8736
2638,periodic,168.0000,20160
2639,periodic,168.0000,5712
2640,periodic,168.0000,14448
2641,periodic,168.0000,42672
2642,periodic,168.0000,6048
2643,periodic,168.0000,30240
2644,periodic,168.0000,21840
2645,periodic,168.0000,10752
2646,periodic,168.0000,6048
2647,periodic,168.0000,14784
2648,periodic,168.0000,12768
2649,periodic,168.0000,36960
2650,periodic,168.0000,12432
2651,periodic,168.0000,261408
2652,periodic,168.0000,18816
2653,periodic,168.0000,5040
2654,periodic,168.0000,5040
2655,periodic,168.0000,5040
2656,periodic,168.0000,17472
2657,periodic,168.0000,5040
2658,periodic,168.0000,5040
2659,periodic,168.0000,13440
2660,periodic,168.0000,13440
2661,periodic,168.0000,5040
2662,periodic,168.0000,18816
2663,periodic,168.0000,8064
2664,periodic,168.0000,16464
2665,periodic,168.0000,18144
2666,periodic,168.0000,5040
2667,periodic,168.0000,13440
2668,periodic,168.0000,98448
2669,periodic,168.0000,8064
2670,periodic,168.0000,6048
2671,periodic,168.0000,9744
2672,periodic,168.0000,13776
2673,periodic,168.0000,22848
2674,periodic,168.0000,6384
2675,periodic,168.0000,14784
2676,periodic,168.0000,5040
2677,periodic,168.0000,8736
2678,periodic,168.0000,5040
2679,periodic,168.0000,5040
2680,periodic,168.0000,14112
2681,periodic,168.0000,5376
2682,periodic,168.0000,20160
2683,periodic,168.0000,11760
2684,periodic,168.0000,88368
2685,periodic,168.0000,5040
2686,periodic,168.0000,5040
2687,periodic,168.0000,19152
2688,periodic,168.0000,5040
2689,periodic,168.0000,19152
2690,periodic,168.0000,81984
2691,periodic,168.0000,5040
2692,periodic,168.0000,5040
2693,periodic,168.0000,24528
2694,periodic,168.0000,9072
2695,periodic,168.0000,31584
2696,periodic,168.0000,5040
2697,periodic,168.0000,5040
2698,periodic,168.0000,12768
2699,periodic,168.0000,39312
2700,periodic,168.0000,62496
2701,periodic,168.0000,16800
2702,periodic,168.0000,5040
2703,periodic,168.0000,5040
2704,periodic,168.0000,30912
2705,periodic,168.0000,5040
2706,periodic,168.0000,26544
2707,periodic,168.0000,14448
2708,periodic,168.0000,5040
2709,periodic,168.0000,24864
2710,periodic,168.0000,15456
2711,periodic,168.0000,65520
2712,periodic,168.0000,48048
2713,periodic,168.0000,20832
2714,periodic,168.0000,56448
2715,periodic,168.0000,21504
2716,periodic,168.0000,28224
2717,periodic,168.0000,5040
2718,periodic,168.0000,16464
2719,periodic,168.0000,7728
2720,periodic,168.0000,35280
2721,periodic,168.0000,5040
2722,periodic,168.0000,11424
2723,periodic,168.0000,23184
2724,periodic,168.0000,7392
2725,periodic,168.0000,5040
2726,periodic,168.0000,13104
2727,periodic,168.0000,5040
2728,periodic,168.0000,7728
2729,periodic,168.0000,21504
2730,periodic,168.0000,5040
2731,periodic,168.0000,42000
2732,periodic,168.0000,25536
2733,periodic,168.0000,5040
2734,periodic,168.0000,5040
2735,periodic,168.0000,5040
2736,periodic,168.0000,9072
2737,periodic,168.0000,37968
2738,periodic,168.0000,7056
2739,periodic,168.0000,6384
2740,periodic,168.0000,5040
2741,periodic,168.0000,120288
2742,periodic,168.0000,6384
2743,periodic,168.0000,23520
2744,periodic,168.0000,8400
2745,periodic,168.0000,5040
2746,periodic,168.0000,22512
2747,periodic,168.0000,5040
2748,periodic,168.0000,7728
2749,periodic,168.0000,5040
2750,periodic,168.0000,5040
2751,periodic,168.0000,18144
2752,periodic,168.0000,6048
2753,periodic,168.0000,37632
2754,periodic,168.0000,5040
2755,periodic,168.0000,11760
2756,periodic,168.0000,34608
2757,periodic,168.0000,20160
2758,periodic,168.0000,5040
2759,periodic,168.0000,8400
2760,periodic,168.0000,22848
2761,periodic,168.0000,19824
2762,periodic,168.0000,5040
2763,periodic,168.0000,28896
2764,periodic,168.0000,5040
2765,periodic,168.0000,11760
2766,periodic,168.0000,6384
2767,periodic,168.0000,19152
2768,periodic,168.0000,21504
2769,periodic,168.0000,5040
2770,periodic,168.0000,31584
2771,periodic,168.0000,29568
2772,periodic,168.0000,5376
2773,periodic,168.0000,52080
2774,periodic,168.0000,15456
2775,periodic,168.0000,6720
2776,periodic,168.0000,5040
2777,periodic,168.0000,11424
2778,periodic,168.0000,7056
2779,periodic,168.0000,15792
2780,periodic,168.0000,19488
2781,periodic,168.0000,30912
2782,periodic,168.0000,10080
2783,periodic,168.0000,15120
2784,periodic,168.0000,5040
2785,periodic,168.0000,10752
2786,periodic,168.0000,10416
2787,periodic,168.0000,22848
2788,periodic,168.0000,28224
2789,periodic,168.0000,15120
2790,periodic,168.0000,12768
2791,periodic,168.0000,10416
2792,periodic,168.0000,5040
2793,periodic,168.0000,8064
2794,periodic,168.0000,89376
2795,periodic,168.0000,5040
2796,periodic,168.0000,5376
2797,periodic,168.0000,15792
2798,periodic,168.0000,5040
2799,periodic,168.0000,17472
2800,periodic,168.0000,9408
2801,periodic,168.0000,8736
2802,periodic,168.0000,5712
2803,periodic,168.0000,16800
2804,periodic,168.0000,5040
2805,periodic,168.0000,7728
2806,periodic,168.0000,5040
2807,periodic,168.0000,16464
2808,periodic,168.0000,5040
2809,periodic,168.0000,7056
2810,periodic,168.0000,73584
2811,periodic,168.0000,5040
2812,periodic,168.0000,6720
2813,periodic,168.0000,5040
2814,periodic,168.0000,5040
2815,periodic,168.0000,15456
2816,periodic,168.0000,10752
2817,periodic,168.0000,5040
2818,periodic,168.0000,21504
2819,periodic,168.0000,5040
2820,periodic,168.0000,7392
2821,periodic,168.0000,5376
2822,periodic,168.0000,11760
2823,periodic,168.0000,7056
2824,periodic,168.0000,7728
2825,periodic,168.0000,5040
2826,periodic,168.0000,6048
2827,periodic,168.0000,5040
2828,periodic,168.0000,12096
2829,periodic,168.0000,24192
2830,periodic,168.0000,5040
2831,periodic,168.0000,15456
2832,periodic,168.0000,21504
2833,periodic,168.0000,10416
2834,periodic,168.0000,17472
2835,periodic,168.0000,6720
2836,periodic,168.0000,11088
2837,periodic,168.0000,21168
2838,periodic,168.0000,7392
2839,periodic,168.0000,18144
2840,periodic,168.0000,6048
2841,periodic,168.0000,7392
2842,periodic,168.0000,11424
2843,periodic,168.0000,5376
2844,periodic,168.0000,96768
2845,periodic,168.0000,8400
2846,periodic,168.0000,26880
2847,periodic,168.0000,5712
2848,periodic,168.0000,11424
2849,periodic,168.0000,5040
2850,periodic,168.0000,9408
2851,periodic,168.0000,5040
2852,periodic,168.0000,23856
2853,periodic,168.0000,42336
2854,periodic,168.0000,88368
2855,periodic,168.0000,5040
2856,periodic,168.0000,6048
2857,periodic,168.0000,7392
2858,periodic,168.0000,13440
2859,periodic,168.0000,6048
2860,periodic,168.0000,7056
2861,periodic,168.0000,5040
2862,periodic,168.0000,5040
2863,periodic,168.0000,59808
2864,periodic,168.0000,5376
2865,periodic,168.0000,5040
2866,periodic,168.0000,18480
2867,periodic,168.0000,16464
2868,periodic,168.0000,5040
2869,periodic,168.0000,5040
2870,periodic,168.0000,5040
2871,periodic,168.0000,12432
2872,periodic,168.0000,5040
2873,periodic,168.0000,5040
2874,periodic,168.0000,5040
2875,periodic,168.0000,5040
2876,periodic,168.0000,17136
2877,periodic,168.0000,5040
2878,periodic,168.0000,7728
2879,periodic,168.0000,5712
2880,periodic,168.0000,24528
2881,periodic,168.0000,5040
2882,periodic,168.0000,63840
2883,periodic,168.0000,12096
2884,periodic,168.0000,5040
2885,periodic,168.0000,13776
2886,periodic,168.0000,11760
2887,periodic,168.0000,10752
2888,periodic,168.0000,5040
2889,periodic,168.0000,13440
2890,periodic,168.0000,21504
2891,periodic,168.0000,10080
2892,periodic,168.0000,36960
2893,periodic,168.0000,40656
2894,periodic,168.0000,7728
2895,periodic,168.0000,25872
2896,periodic,168.0000,5040
2897,periodic,168.0000,9408
2898,periodic,168.0000,31584
2899,periodic,168.0000,9072
2900,periodic,168.0000,5712
2901,periodic,168.0000,14784
2902,periodic,168.0000,8400
2903,periodic,168.0000,8400
2904,periodic,168.0000,18144
2905,periodic,168.0000,12096
2906,periodic,168.0000,8064
2907,periodic,168.0000,5040
2908,periodic,168.0000,26880
2909,periodic,168.0000,10752
2910,periodic,168.0000,5040
2911,periodic,168.0000,5040
2912,periodic,168.0000,26880
2913,periodic,168.0000,5376
2914,periodic,168.0000,21840
2915,periodic,168.0000,21840
2916,periodic,168.0000,8064
2917,periodic,168.0000,8736
2918,periodic,168.0000,5040
2919,periodic,168.0000,12432
2920,periodic,168.0000,9408
2921,periodic,168.0000,5040
2922,periodic,168.0000,8736
2923,periodic,168.0000,5040
2924,periodic,168.0000,12768
2925,periodic,168.0000,7056
2926,periodic,168.0000,13440
2927,periodic,168.0000,7392
2928,periodic,168.0000,13440
2929,periodic,168.0000,14112
2930,periodic,168.0000,6048
2931,periodic,168.0000,8064
2932,periodic,168.0000,65184
2933,periodic,168.0000,9744
2934,periodic,168.0000,5040
2935,periodic,168.0000,5040
2936,periodic,168.0000,12096
2937,periodic,168.0000,14784
2938,periodic,168.0000,11424
2939,periodic,168.0000,22848
2940,periodic,168.0000,23184
2941,periodic,168.0000,38976
2942,periodic,168.0000,12768
2943,periodic,168.0000,20160
2944,periodic,168.0000,8736
2945,periodic,168.0000,5040
2946,periodic,168.0000,20160
2947,periodic,168.0000,31920
2948,periodic,168.0000,7392
2949,periodic,168.0000,5712
2950,periodic,168.0000,5376
2951,periodic,168.0000,7728
2952,periodic,168.0000,5040
2953,periodic,168.0000,21504
2954,periodic,168.0000,6720
2955,periodic,168.0000,36624
2956,periodic,168.0000,46032
2957,periodic,168.0000,56448
2958,periodic,168.0000,11088
2959,periodic,168.0000,35952
2960,periodic,168.0000,5712
2961,periodic,168.0000,12096
2962,periodic,168.0000,5040
2963,periodic,168.0000,5040
2964,periodic,168.0000,7728
2965,periodic,168.0000,40656
2966,periodic,168.0000,7056
2967,periodic,168.0000,8064
2968,periodic,168.0000,9744
2969,periodic,168.0000,5040
2970,periodic,168.0000,11760
2971,periodic,168.0000,86352
2972,periodic,168.0000,19488
2973,periodic,168.0000,9072
2974,periodic,168.0000,8400
2975,periodic,168.0000,9072
2976,periodic,168.0000,26544
2977,periodic,168.0000,9744
2978,periodic,168.0000,27216
2979,periodic,168.0000,5040
2980,periodic,168.0000,5040
2981,periodic,168.0000,8064
2982,periodic,168.0000,25200
2983,periodic,168.0000,11424
2984,periodic,168.0000,5712
2985,periodic,168.0000,5040
2986,periodic,168.0000,38976
2987,periodic,168.0000,9408
2988,periodic,168.0000,8400
2989,periodic,168.0000,15456
2990,periodic,168.0000,59808
2991,periodic,168.0000,5040
2992,periodic,168.0000,9744
2993,periodic,168.0000,26544
2994,periodic,168.0000,17136
2995,periodic,168.0000,6720
2996,periodic,168.0000,8736
2997,periodic,168.0000,6720
2998,periodic,168.0000,5040
2999,periodic,168.0000,5040
3000,periodic,168.0000,8736
3001,periodic,168.0000,33936
3002,periodic,168.0000,6384
3003,periodic,168.0000,11424
3004,periodic,168.0000,8736
3005,periodic,168.0000,8400
3006,periodic,168.0000,8400
3007,periodic,168.0000,26208
3008,periodic,168.0000,5040
3009,periodic,168.0000,21840
3010,periodic,168.0000,28896
3011,periodic,168.0000,12768
3012,periodic,168.0000,5040
3013,periodic,168.0000,9072
3014,periodic,168.0000,6048
3015,periodic,168.0000,5040
3016,periodic,168.0000,7392
3017,periodic,168.0000,9072
3018,periodic,168.0000,5376
3019,periodic,168.0000,5376
3020,periodic,168.0000,9072
3021,periodic,168.0000,6048
3022,periodic,168.0000,5040
3023,periodic,168.0000,13776
3024,periodic,168.0000,5040
3025,periodic,168.0000,5376
3026,periodic,168.0000,9408
3027,periodic,168.0000,7056
3028,periodic,168.0000,27888
3029,periodic,168.0000,33936
3030,periodic,168.0000,5040
3031,periodic,168.0000,23520
3032,periodic,168.0000,5040
3033,periodic,168.0000,14112
3034,periodic,168.0000,13104
3035,periodic,168.0000,14784
3036,periodic,168.0000,30576
3037,periodic,168.0000,22512
3038,periodic,168.0000,5040
3039,periodic,168.0000,68208
3040,periodic,168.0000,5040
3041,periodic,168.0000,5712
3042,periodic,168.0000,5040
3043,periodic,168.0000,6048
3044,periodic,168.0000,5040
3045,periodic,168.0000,9408
3046,periodic,168.0000,6048
3047,periodic,168.0000,6384
3048,periodic,168.0000,62832
3049,periodic,168.0000,5040
3050,periodic,168.0000,53760
3051,periodic,168.0000,48384
3052,periodic,168.0000,7056
3053,periodic,168.0000,6720
3054,periodic,168.0000,17136
3055,periodic,168.0000,5040
3056,periodic,168.0000,6720
3057,periodic,168.0000,8736
3058,periodic,168.0000,9072
3059,periodic,168.0000,5376
3060,periodic,168.0000,5040
3061,periodic,168.0000,6048
3062,periodic,168.0000,5376
3063,periodic,168.0000,5040
3064,periodic,168.0000,17808
3065,periodic,168.0000,5376
3066,periodic,168.0000,15792
3067,periodic,168.0000,43008
3068,periodic,168.0000,47040
3069,periodic,168.0000,6048
3070,periodic,168.0000,22512
3071,periodic,168.0000,38976
3072,periodic,168.0000,6384
3073,periodic,168.0000,6720
3074,periodic,168.0000,17136
3075,periodic,168.0000,11760
3076,periodic,168.0000,27216
3077,periodic,168.0000,5040
3078,periodic,168.0000,11088
3079,periodic,168.0000,5376
3080,periodic,168.0000,8400
3081,periodic,168.0000,10416
3082,periodic,168.0000,70224
3083,periodic,168.0000,53088
3084,periodic,168.0000,19824
3085,periodic,168.0000,11760
3086,periodic,168.0000,14784
3087,periodic,168.0000,36288
3088,periodic,168.0000,22512
3089,periodic,168.0000,5040
3090,periodic,168.0000,70560
3091,periodic,168.0000,5040
3092,periodic,168.0000,10080
3093,periodic,168.0000,6384
3094,periodic,168.0000,27888
3095,periodic,168.0000,5040
3096,periodic,168.0000,6048
3097,periodic,168.0000,8400
3098,periodic,168.0000,5376
3099,periodic,168.0000,13440
3100,periodic,168.0000,7392
3101,periodic,168.0000,5376
3102,periodic,168.0000,45360
3103,periodic,168.0000,16800
3104,periodic,168.0000,6384
3105,periodic,168.0000,15120
3106,periodic,168.0000,5040
3107,periodic,168.0000,12432
3108,periodic,168.0000,23184
3109,periodic,168.0000,5040
3110,periodic,168.0000,7392
3111,periodic,168.0000,28896
3112,periodic,168.0000,5040
3113,periodic,168.0000,13440
3114,periodic,168.0000,9408
3115,periodic,168.0000,18480
3116,periodic,168.0000,5040
3117,periodic,168.0000,20160
3118,periodic,168.0000,9744
3119,periodic,168.0000,48384
3120,periodic,168.0000,5712
3121,periodic,168.0000,73248
3122,periodic,168.0000,13776
3123,periodic,168.0000,5040
3124,periodic,168.0000,5040
3125,periodic,168.0000,8736
3126,periodic,168.0000,22512
3127,periodic,168.0000,5712
3128,periodic,168.0000,12096
3129,periodic,168.0000,14784
3130,periodic,168.0000,24192
3131,periodic,168.0000,11424
3132,periodic,168.0000,5040
3133,periodic,168.0000,10416
3134,periodic,168.0000,5712
3135,periodic,168.0000,12096
3136,periodic,168.0000,6048
3137,periodic,168.0000,7728
3138,periodic,168.0000,5040
3139,periodic,168.0000,9072
3140,periodic,168.0000,19488
3141,periodic,168.0000,43344
3142,periodic,168.0000,9744
3143,periodic,168.0000,36960
3144,periodic,168.0000,23184
3145,periodic,168.0000,14784
3146,periodic,168.0000,36624
3147,periodic,168.0000,5040
3148,periodic,168.0000,7056
3149,periodic,168.0000,13776
3150,periodic,168.0000,21504
3151,periodic,168.0000,8736
3152,periodic,168.0000,122976
3153,periodic,168.0000,20832
3154,periodic,168.0000,16128
3155,periodic,168.0000,5040
3156,periodic,168.0000,5040
3157,periodic,168.0000,6720
3158,periodic,168.0000,7056
3159,periodic,168.0000,10416
3160,periodic,168.0000,5040
3161,periodic,168.0000,5040
3162,periodic,168.0000,16128
3163,periodic,168.0000,12768
3164,periodic,168.0000,5040
3165,periodic,168.0000,7392
3166,periodic,168.0000,5040
3167,periodic,168.0000,5040
3168,periodic,168.0000,5040
3169,periodic,168.0000,28560
3170,periodic,168.0000,28560
3171,periodic,168.0000,7728
3172,periodic,168.0000,7056
3173,periodic,168.0000,9072
3174,periodic,168.0000,6384
3175,periodic,168.0000,13440
3176,periodic,168.0000,5040
3177,periodic,168.0000,5040
3178,periodic,168.0000,10080
3179,periodic,168.0000,12096
3180,periodic,168.0000,27888
3181,periodic,168.0000,5040
3182,periodic,168.0000,9408
3183,periodic,168.0000,5376
3184,periodic,168.0000,5040
3185,periodic,168.0000,5040
3186,periodic,168.0000,12096
3187,periodic,168.0000,15792
3188,periodic,168.0000,10752
3189,periodic,168.0000,12768
3190,periodic,168.0000,7056
3191,periodic,168.0000,12096
3192,periodic,168.0000,38976
3193,periodic,168.0000,8064
3194,periodic,168.0000,6048
3195,periodic,168.0000,7392
3196,periodic,168.0000,9744
3197,periodic,168.0000,16464
3198,periodic,168.0000,7392
3199,periodic,168.0000,46368
3200,periodic,168.0000,19488
3201,periodic,168.0000,55440
3202,periodic,168.0000,5040
3203,periodic,168.0000,5376
3204,periodic,168.0000,10752
3205,periodic,168.0000,23856
3206,periodic,168.0000,23184
3207,periodic,168.0000,5040
3208,periodic,168.0000,8064
3209,periodic,168.0000,19488
3210,periodic,168.0000,6384
3211,periodic,168.0000,8064
3212,periodic,168.0000,9408
3213,periodic,168.0000,8400
3214,periodic,168.0000,5712
3215,periodic,168.0000,6720
3216,periodic,168.0000,9072
3217,periodic,168.0000,25872
3218,periodic,168.0000,13440
3219,periodic,168.0000,22848
3220,periodic,168.0000,5040
3221,periodic,168.0000,18144
3222,periodic,168.0000,5040
3223,periodic,168.0000,5040
3224,periodic,168.0000,33264
3225,periodic,168.0000,28560
3226,periodic,168.0000,9072
3227,periodic,168.0000,5040
3228,periodic,168.0000,16128
3229,periodic,168.0000,12096
3230,periodic,168.0000,8064
3231,periodic,168.0000,19152
3232,periodic,168.0000,17136
3233,periodic,168.0000,5040
3234,periodic,168.0000,5040
3235,periodic,168.0000,5712
3236,periodic,168.0000,5376
3237,periodic,168.0000,5376
3238,periodic,168.0000,8064
3239,periodic,168.0000,10416
3240,periodic,168.0000,6720
3241,periodic,168.0000,5040
3242,periodic,168.0000,28224
3243,periodic,168.0000,20496
3244,periodic,168.0000,5376
3245,periodic,168.0000,5040
3246,periodic,168.0000,10080
3247,periodic,168.0000,5712
3248,periodic,168.0000,6048
3249,periodic,168.0000,9072
3250,periodic,168.0000,5040
3251,periodic,168.0000,14784
3252,periodic,168.0000,5040
3253,periodic,168.0000,31920
3254,periodic,168.0000,51744
3255,periodic,168.0000,5040
3256,periodic,168.0000,12432
3257,periodic,168.0000,9072
3258,periodic,168.0000,69552
3259,periodic,168.0000,7056
3260,periodic,168.0000,9072
3261,periodic,168.0000,5040
3262,periodic,168.0000,5040
3263,periodic,168.0000,5040
3264,periodic,168.0000,36624
3265,periodic,168.0000,17472
3266,periodic,168.0000,16464
3267,periodic,168.0000,23184
3268,periodic,168.0000,24192
3269,periodic,168.0000,7056
3270,periodic,168.0000,5040
3271,periodic,168.0000,6720
3272,periodic,168.0000,12432
3273,periodic,168.0000,10416
3274,periodic,168.0000,5040
3275,periodic,168.0000,54432
3276,periodic,168.0000,21840
3277,periodic,168.0000,17136
3278,periodic,168.0000,12096
3279,periodic,168.0000,48384
3280,periodic,168.0000,27888
3281,periodic,168.0000,10416
3282,periodic,168.0000,30240
3283,periodic,168.0000,5040
3284,periodic,168.0000,5040
3285,periodic,168.0000,23184
3286,periodic,168.0000,5712
3287,periodic,168.0000,12096
3288,periodic,168.0000,20160
3289,periodic,168.0000,5040
3290,periodic,168.0000,53088
3291,periodic,168.0000,9744
3292,periodic,168.0000,9408
3293,periodic,168.0000,12432
3294,periodic,168.0000,15456
3295,periodic,168.0000,5040
3296,periodic,168.0000,5040
3297,periodic,168.0000,23184
3298,periodic,168.0000,5376
3299,periodic,168.0000,5040
3300,periodic,168.0000,30576
3301,periodic,168.0000,9744
3302,periodic,168.0000,9744
3303,periodic,168.0000,5376
3304,periodic,168.0000,9744
3305,periodic,168.0000,18816
3306,periodic,168.0000,16800
3307,periodic,168.0000,10752
3308,periodic,168.0000,5712
3309,periodic,168.0000,24864
3310,periodic,168.0000,6048
3311,periodic,168.0000,48720
3312,periodic,168.0000,14448
3313,periodic,168.0000,16128
3314,periodic,168.0000,57120
3315,periodic,168.0000,5376
3316,periodic,168.0000,6384
3317,periodic,168.0000,5376
3318,periodic,168.0000,5040
3319,periodic,168.0000,5040
3320,periodic,168.0000,5040
3321,periodic,168.0000,5040
3322,periodic,168.0000,5040
3323,periodic,168.0000,9408
3324,periodic,168.0000,5712
3325,periodic,168.0000,10416
3326,periodic,168.0000,20160
3327,periodic,168.0000,5040
3328,periodic,168.0000,5040
3329,periodic,168.0000,7728
3330,periodic,168.0000,5040
3331,periodic,168.0000,8064
3332,periodic,168.0000,6048
3333,periodic,168.0000,13104
3334,periodic,168.0000,21168
3335,periodic,168.0000,9072
3336,periodic,168.0000,5040
3337,periodic,168.0000,15792
3338,periodic,168.0000,8064
3339,periodic,168.0000,26208
3340,periodic,168.0000,20496
3341,periodic,168.0000,20496
3342,periodic,168.0000,5040
3343,periodic,168.0000,11424
3344,periodic,168.0000,10416
3345,periodic,168.0000,5712
3346,periodic,168.0000,5040
3347,periodic,168.0000,66528
3348,periodic,168.0000,36624
3349,periodic,168.0000,5376
3350,periodic,168.0000,5040
3351,periodic,168.0000,5376
3352,periodic,168.0000,6720
3353,periodic,168.0000,82992
3354,periodic,168.0000,17808
3355,periodic,168.0000,5376
3356,periodic,168.0000,5040
3357,periodic,168.0000,84000
3358,periodic,168.0000,5040
3359,periodic,168.0000,8736
3360,periodic,168.0000,90048
3361,periodic,168.0000,8400
3362,periodic,168.0000,5376
3363,periodic,168.0000,5040
3364,periodic,168.0000,19488
3365,periodic,168.0000,46368
3366,periodic,168.0000,7728
3367,periodic,168.0000,28224
3368,periodic,168.0000,11424
3369,periodic,168.0000,14112
3370,periodic,168.0000,43344
3371,periodic,168.0000,5040
3372,periodic,168.0000,5376
3373,periodic,168.0000,5040
3374,periodic,168.0000,16464
3375,periodic,168.0000,48048
3376,periodic,168.0000,5040
3377,periodic,168.0000,49392
3378,periodic,168.0000,9744
3379,periodic,168.0000,7728
3380,periodic,168.0000,9072
3381,periodic,168.0000,46368
3382,periodic,168.0000,35952
3383,periodic,168.0000,5040
3384,periodic,168.0000,7056
3385,periodic,168.0000,9072
3386,periodic,168.0000,17136
3387,periodic,168.0000,5376
3388,periodic,168.0000,76272
3389,periodic,168.0000,5040
3390,periodic,168.0000,5040
3391,periodic,168.0000,5040
3392,periodic,168.0000,42672
3393,periodic,168.0000,5712
3394,periodic,168.0000,5040
3395,periodic,168.0000,13440
3396,periodic,168.0000,17808
3397,periodic,168.0000,29568
3398,periodic,168.0000,5712
3399,periodic,168.0000,29904
3400,periodic,168.0000,13440
3401,periodic,168.0000,31920
3402,periodic,168.0000,62160
3403,periodic,168.0000,19488
3404,periodic,168.0000,53088
3405,periodic,168.0000,18480
3406,periodic,168.0000,5040
3407,periodic,168.0000,5712
3408,periodic,168.0000,51408
3409,periodic,168.0000,5040
3410,periodic,168.0000,57456
3411,periodic,168.0000,5040
3412,periodic,168.0000,5040
3413,periodic,168.0000,5040
3414,periodic,168.0000,5712
3415,periodic,168.0000,6384
3416,periodic,168.0000,23520
3417,periodic,168.0000,5040
3418,periodic,168.0000,5712
3419,periodic,168.0000,5040
3420,periodic,168.0000,5040
3421,periodic,168.0000,19824
3422,periodic,168.0000,65520
3423,periodic,168.0000,5040
3424,periodic,168.0000,102480
3425,periodic,168.0000,115248
3426,periodic,168.0000,17808
3427,periodic,168.0000,9744
3428,periodic,168.0000,15792
3429,periodic,168.0000,5376
3430,periodic,168.0000,5040
3431,periodic,168.0000,22176
3432,periodic,168.0000,16128
3433,periodic,168.0000,20496
3434,periodic,168.0000,16128
3435,periodic,168.0000,14784
3436,periodic,168.0000,17472
3437,periodic,168.0000,5040
3438,periodic,168.0000,9744
3439,periodic,168.0000,12768
3440,periodic,168.0000,15120
3441,periodic,168.0000,5040
3442,periodic,168.0000,5040
3443,periodic,168.0000,6048
3444,periodic,168.0000,13440
3445,periodic,168.0000,5040
3446,periodic,168.0000,17472
3447,periodic,168.0000,5040
3448,periodic,168.0000,5040
3449,periodic,168.0000,5376
3450,periodic,168.0000,7728
3451,periodic,168.0000,8400
3452,periodic,168.0000,7728
3453,periodic,168.0000,5040
3454,periodic,168.0000,5712
3455,periodic,168.0000,39312
3456,periodic,168.0000,5040
3457,periodic,168.0000,7056
3458,periodic,168.0000,5040
3459,periodic,168.0000,8400
3460,periodic,168.0000,14448
3461,periodic,168.0000,5040
3462,periodic,168.0000,16464
3463,periodic,168.0000,5040
