paramID,flag,steps
7473,periodic-1T,10752
7474,periodic-1T,144816
7475,periodic-1T,20496
7476,periodic-1T,65856
7477,periodic-1T,14448
7478,periodic-1T,10752
7479,periodic-1T,10752
7480,periodic-1T,10416
7481,periodic-1T,10080
7482,periodic-1T,17472
7483,periodic-1T,44016
7484,periodic-1T,74928
7485,periodic-1T,10416
7486,periodic-1T,10416
7487,periodic-1T,18144
7488,periodic-1T,10080
7489,periodic-1T,40656
7490,unsettled,1000000
7491,periodic-1T,10416
7492,periodic-1T,10080
7493,periodic-1T,10080
7494,periodic-1T,10416
7495,periodic-1T,33936
7496,periodic-1T,10080
7497,periodic-1T,30576
7498,periodic-1T,10416
7499,periodic-1T,10416
7500,periodic-1T,10080
7501,periodic-1T,57456
7502,periodic-1T,17136
7503,periodic-1T,161616
7504,periodic-1T,17472
7505,periodic-1T,10752
7506,periodic-1T,74256
7507,periodic-1T,10416
7508,periodic-1T,85008
7509,periodic-1T,10416
7510,periodic-1T,10416
7511,periodic-1T,10416
7512,periodic-1T,10080
7513,periodic-1T,20832
7514,periodic-1T,10080
7515,periodic-1T,10416
7516,periodic-1T,10416
7517,periodic-1T,11424
7518,periodic-1T,35280
7519,periodic-1T,10416
7520,periodic-1T,10416
7521,periodic-1T,10416
7522,periodic-1T,37296
7523,periodic-1T,10416
7524,periodic-1T,13776
7525,periodic-1T,10416
7526,periodic-1T,18480
7527,periodic-1T,17136
7528,periodic-1T,10416
7529,periodic-1T,33936
7530,periodic-1T,10080
7531,periodic-1T,195216
7532,periodic-1T,10416
7533,periodic-1T,10080
7534,periodic-1T,10416
7535,periodic-1T,10416
7536,periodic-1T,131712
7537,periodic-1T,10080
7538,periodic-1T,50736
7539,periodic-1T,21168
7540,periodic-1T,14112
7541,periodic-1T,10416
7542,unsettled,1000000
7543,periodic-1T,23856
7544,periodic-1T,63168
7545,periodic-1T,30576
7546,periodic-1T,38304
7547,periodic-1T,17136
7548,periodic-1T,10752
7549,periodic-1T,28224
7550,periodic-1T,10080
7551,periodic-1T,15120
7552,periodic-1T,10080
7553,periodic-1T,80976
7554,periodic-1T,11424
7555,periodic-1T,70896
7556,periodic-1T,20496
7557,periodic-1T,40656
7558,periodic-1T,10416
7559,periodic-1T,11760
7560,periodic-1T,10416
7561,periodic-1T,10080
7562,periodic-1T,27552
7563,periodic-1T,10416
7564,periodic-1T,10416
7565,periodic-1T,12096
7566,periodic-1T,10080
7567,periodic-1T,10416
7568,periodic-1T,10752
7569,periodic-1T,20496
7570,periodic-1T,11424
7571,periodic-1T,30912
7572,periodic-1T,32256
7573,periodic-1T,10080
7574,periodic-1T,10416
7575,periodic-1T,10416
7576,periodic-1T,13104
7577,periodic-1T,11760
7578,periodic-1T,10080
7579,periodic-1T,10416
7580,periodic-1T,17136
7581,periodic-1T,10416
7582,periodic-1T,10080
7583,periodic-1T,10416
7584,periodic-1T,10416
7585,periodic-1T,10416
7586,periodic-1T,18816
7587,periodic-1T,88032
7588,periodic-1T,27888
7589,periodic-1T,96432
7590,periodic-1T,11088
7591,periodic-1T,10080
7592,periodic-1T,54096
7593,periodic-1T,10080
7594,unsettled,1000000
7595,periodic-1T,10416
7596,periodic-1T,13776
7597,periodic-1T,10752
7598,periodic-1T,17136
7599,periodic-1T,60816
7600,periodic-1T,45024
7601,periodic-1T,23856
7602,periodic-1T,10416
7603,periodic-1T,10080
7604,periodic-1T,10752
7605,periodic-1T,10416
7606,periodic-1T,10416
7607,periodic-1T,10416
7608,periodic-1T,20496
7609,periodic-1T,10416
7610,periodic-1T,10416
7611,periodic-1T,54768
7612,periodic-1T,10416
7613,periodic-1T,10080
7614,periodic-1T,68208
7615,periodic-1T,10416
7616,periodic-1T,24528
7617,periodic-1T,44016
7618,periodic-1T,10416
7619,periodic-1T,10752
7620,periodic-1T,10080
7621,periodic-1T,14784
7622,periodic-1T,13776
7623,periodic-1T,38304
7624,periodic-1T,10416
7625,periodic-1T,10080
7626,periodic-1T,60816
7627,periodic-1T,10416
7628,periodic-1T,58800
7629,periodic-1T,10416
7630,periodic-1T,10416
7631,periodic-1T,13776
7632,periodic-1T,33936
7633,periodic-1T,10080
7634,periodic-1T,15120
7635,periodic-1T,23856
7636,periodic-1T,10416
7637,periodic-1T,65520
7638,periodic-1T,31584
7639,periodic-1T,10416
7640,periodic-1T,10416
7641,periodic-1T,10080
7642,periodic-1T,10416
7643,periodic-1T,33936
7644,periodic-1T,10416
7645,periodic-1T,10080
7646,periodic-1T,10752
7647,periodic-1T,50736
7648,periodic-1T,10416
7649,periodic-1T,10416
7650,periodic-1T,10416
7651,periodic-1T,17136
7652,periodic-1T,57456
7653,periodic-1T,10752
7654,periodic-1T,10416
7655,periodic-1T,13776
7656,periodic-1T,19488
7657,periodic-1T,17136
7658,periodic-1T,13776
7659,periodic-1T,10416
7660,periodic-1T,68544
7661,periodic-1T,10080
7662,periodic-1T,10416
7663,periodic-1T,11424
7664,periodic-1T,10416
7665,periodic-1T,14448
7666,periodic-1T,17136
7667,periodic-1T,10752
7668,periodic-1T,10752
7669,periodic-1T,13776
7670,periodic-1T,10080
7671,periodic-1T,10080
7672,periodic-1T,11088
7673,periodic-1T,10416
7674,periodic-1T,10416
7675,periodic-1T,41328
7676,periodic-1T,173040
7677,periodic-1T,10416
7678,periodic-1T,10416
7679,periodic-1T,10080
7680,periodic-1T,10416
7681,periodic-1T,10416
7682,periodic-1T,59136
7683,periodic-1T,10080
7684,periodic-1T,10416
7685,periodic-1T,10416
7686,periodic-1T,95088
7687,periodic-1T,10416
7688,periodic-1T,10416
7689,periodic-1T,31584
7690,periodic-1T,10416
7691,periodic-1T,122304
7692,periodic-1T,10416
7693,periodic-1T,22176
7694,periodic-1T,32592
7695,periodic-1T,10416
7696,periodic-1T,28224
7697,periodic-1T,10416
7698,periodic-1T,94416
7699,periodic-1T,14784
7700,periodic-1T,18144
7701,periodic-1T,92064
7702,periodic-1T,62160
7703,periodic-1T,57120
7704,periodic-1T,10080
7705,periodic-1T,50736
7706,periodic-1T,10416
7707,periodic-1T,74592
7708,periodic-1T,45024
7709,periodic-1T,10416
7710,periodic-1T,10416
7711,periodic-1T,10416
7712,periodic-1T,37296
7713,periodic-1T,10416
7714,periodic-1T,23520
7715,periodic-1T,17472
7716,periodic-1T,28224
7717,periodic-1T,47376
7718,periodic-1T,10080
7719,periodic-1T,14112
7720,periodic-1T,162624
7721,periodic-1T,67536
7722,periodic-1T,10416
7723,periodic-1T,50736
7724,periodic-1T,10416
7725,periodic-1T,10080
7726,periodic-1T,27552
7727,periodic-1T,10080
7728,periodic-1T,68544
7729,periodic-1T,10080
7730,periodic-1T,10752
7731,periodic-1T,10080
7732,periodic-1T,114576
7733,periodic-1T,10416
7734,periodic-1T,10416
7735,periodic-1T,10416
7736,periodic-1T,10416
7737,periodic-1T,10416
7738,periodic-1T,10416
7739,periodic-1T,10080
7740,periodic-1T,10416
7741,periodic-1T,10416
7742,periodic-1T,20496
7743,periodic-1T,178752
7744,periodic-1T,10080
7745,periodic-1T,10416
7746,periodic-1T,37296
7747,periodic-1T,10416
7748,periodic-1T,10416
7749,periodic-1T,10416
7750,periodic-1T,111216
7751,periodic-1T,44016
7752,periodic-1T,18480
7753,periodic-1T,10416
7754,periodic-1T,10416
7755,periodic-1T,14784
7756,periodic-1T,16800
7757,periodic-1T,10416
7758,periodic-1T,54432
7759,periodic-1T,45360
7760,periodic-1T,10416
7761,periodic-1T,10416
7762,periodic-1T,10080
7763,periodic-1T,20496
7764,periodic-1T,13776
7765,periodic-1T,10416
7766,periodic-1T,10752
7767,periodic-1T,10416
7768,periodic-1T,10416
7769,periodic-1T,10080
7770,periodic-1T,10416
7771,periodic-1T,23856
7772,periodic-1T,10416
7773,periodic-1T,11424
7774,periodic-1T,10416
7775,periodic-1T,10752
7776,periodic-1T,44016
7777,periodic-1T,10752
7778,periodic-1T,84336
7779,periodic-1T,17472
7780,periodic-1T,71904
7781,periodic-1T,14112
7782,periodic-1T,10416
7783,periodic-1T,10416
7784,periodic-1T,27216
7785,periodic-1T,10416
7786,periodic-1T,10080
7787,periodic-1T,40656
7788,periodic-1T,54096
7789,periodic-1T,10080
7790,periodic-1T,23856
7791,periodic-1T,65520
7792,periodic-1T,10080
7793,periodic-1T,30576
7794,periodic-1T,17808
7795,periodic-1T,65184
7796,periodic-1T,10080
7797,periodic-1T,30240
7798,periodic-1T,67536
7799,periodic-1T,10416
7800,periodic-1T,10080
7801,periodic-1T,50736
7802,periodic-1T,10752
7803,periodic-1T,10416
7804,periodic-1T,10416
7805,periodic-1T,10752
7806,periodic-1T,10416
7807,periodic-1T,10752
7808,periodic-1T,10080
7809,periodic-1T,47712
7810,periodic-1T,40320
7811,periodic-1T,11088
7812,periodic-1T,45024
7813,periodic-1T,10080
7814,periodic-1T,10416
7815,periodic-1T,10080
7816,periodic-1T,10080
7817,periodic-1T,94080
7818,periodic-1T,10416
7819,periodic-1T,50736
7820,periodic-1T,107856
7821,periodic-1T,33936
7822,periodic-1T,10416
7823,periodic-1T,10416
7824,periodic-1T,40656
7825,periodic-1T,10080
7826,periodic-1T,10080
7827,periodic-1T,10416
7828,periodic-1T,10080
7829,periodic-1T,10416
7830,periodic-1T,87696
7831,periodic-1T,28224
7832,periodic-1T,13776
7833,periodic-1T,18144
7834,periodic-1T,10416
7835,periodic-1T,17136
7836,periodic-1T,10416
7837,periodic-1T,10416
7838,periodic-1T,44016
7839,periodic-1T,47376
7840,periodic-1T,10416
7841,periodic-1T,17136
7842,periodic-1T,27552
7843,periodic-1T,10080
7844,periodic-1T,10752
7845,periodic-1T,58800
7846,periodic-1T,11088
7847,periodic-1T,10752
7848,periodic-1T,44352
7849,periodic-1T,10416
7850,periodic-1T,104496
7851,periodic-1T,20496
7852,periodic-1T,10416
7853,periodic-1T,51408
7854,periodic-1T,10416
7855,periodic-1T,23856
7856,periodic-1T,40656
7857,periodic-1T,21840
7858,periodic-1T,20496
7859,periodic-1T,10416
7860,periodic-1T,10416
7861,periodic-1T,11760
7862,periodic-1T,10416
7863,periodic-1T,10080
7864,periodic-1T,23856
7865,periodic-1T,10080
7866,periodic-1T,10080
7867,periodic-1T,11088
7868,periodic-1T,18144
7869,periodic-1T,10416
7870,periodic-1T,10416
7871,periodic-1T,10416
7872,periodic-1T,10416
7873,periodic-1T,10416
7874,periodic-1T,12096
7875,periodic-1T,10080
7876,periodic-1T,10752
7877,periodic-1T,10752
7878,periodic-1T,76272
7879,periodic-1T,68880
7880,periodic-1T,17808
7881,periodic-1T,34272
7882,periodic-1T,48048
7883,periodic-1T,25200
7884,periodic-1T,17136
7885,periodic-1T,54096
7886,periodic-1T,10416
7887,periodic-1T,13776
7888,periodic-1T,47712
7889,periodic-1T,64176
7890,periodic-1T,10080
7891,periodic-1T,10416
7892,periodic-1T,67200
7893,periodic-1T,20832
7894,periodic-1T,10080
7895,periodic-1T,10080
7896,periodic-1T,10080
7897,periodic-1T,20496
7898,periodic-1T,10416
7899,periodic-1T,41328
7900,periodic-1T,70224
7901,periodic-1T,10416
7902,periodic-1T,10416
7903,periodic-1T,12432
7904,periodic-1T,21168
7905,periodic-1T,10416
7906,periodic-1T,47376
7907,periodic-1T,47376
7908,periodic-1T,10416
7909,periodic-1T,10080
7910,periodic-1T,71232
7911,periodic-1T,40656
7912,periodic-1T,23856
7913,periodic-1T,10080
7914,periodic-1T,117936
7915,periodic-1T,10416
7916,periodic-1T,10416
7917,periodic-1T,10080
7918,periodic-1T,11424
7919,periodic-1T,27216
7920,periodic-1T,10080
7921,periodic-1T,10080
7922,periodic-1T,10416
7923,periodic-1T,10416
7924,periodic-1T,32256
7925,periodic-1T,67536
7926,periodic-1T,10752
7927,periodic-1T,41328
7928,periodic-1T,10416
7929,periodic-1T,10416
7930,periodic-1T,10416
7931,periodic-1T,10416
7932,periodic-1T,14784
7933,periodic-1T,14784
7934,periodic-1T,28560
7935,periodic-1T,10416
7936,periodic-1T,17472
7937,periodic-1T,22512
7938,periodic-1T,10416
7939,periodic-1T,10080
7940,periodic-1T,11088
7941,periodic-1T,10416
7942,periodic-1T,10080
7943,periodic-1T,10080
7944,periodic-1T,14112
7945,periodic-1T,10416
7946,periodic-1T,10416
7947,periodic-1T,10080
7948,periodic-1T,10416
7949,periodic-1T,10416
7950,periodic-1T,57456
7951,periodic-1T,10416
7952,periodic-1T,10416
7953,periodic-1T,10080
7954,periodic-1T,10416
7955,periodic-1T,13776
7956,periodic-1T,40656
7957,periodic-1T,10416
7958,periodic-1T,66864
7959,periodic-1T,55104
7960,periodic-1T,99120
7961,periodic-1T,10416
7962,periodic-1T,79968
7963,periodic-1T,10080
7964,periodic-1T,17136
7965,periodic-1T,10080
7966,periodic-1T,10080
7967,periodic-1T,10416
7968,periodic-1T,10416
7969,periodic-1T,24528
7970,periodic-1T,10416
7971,periodic-1T,10416
7972,periodic-1T,31584
7973,periodic-1T,10416
7974,periodic-1T,37632
7975,periodic-1T,24192
7976,periodic-1T,56448
7977,periodic-1T,10416
7978,periodic-1T,17136
7979,periodic-1T,49392
7980,periodic-1T,10416
7981,periodic-1T,350448
7982,periodic-1T,17808
7983,periodic-1T,10416
7984,periodic-1T,51744
7985,periodic-1T,10752
7986,periodic-1T,10080
7987,periodic-1T,68544
7988,periodic-1T,10416
7989,periodic-1T,11760
7990,periodic-1T,10416
7991,periodic-1T,17808
7992,periodic-1T,33936
7993,periodic-1T,10416
7994,periodic-1T,163968
7995,periodic-1T,10416
7996,periodic-1T,10416
7997,periodic-1T,10416
7998,periodic-1T,10416
7999,periodic-1T,10416
8000,periodic-1T,10416
8001,periodic-1T,10416
8002,periodic-1T,10416
8003,periodic-1T,10416
8004,periodic-1T,10752
8005,periodic-1T,10752
8006,periodic-1T,85008
8007,periodic-1T,50736
8008,periodic-1T,10416
8009,periodic-1T,10416
8010,periodic-1T,60816
8011,periodic-1T,10416
8012,periodic-1T,10416
8013,periodic-1T,10080
8014,periodic-1T,23856
8015,periodic-1T,10416
8016,periodic-1T,10416
8017,periodic-1T,10416
8018,periodic-1T,10752
8019,periodic-1T,10416
8020,periodic-1T,68544
8021,periodic-1T,10080
8022,periodic-1T,80976
8023,periodic-1T,10080
8024,periodic-1T,21840
8025,periodic-1T,10416
8026,periodic-1T,10080
8027,periodic-1T,14112
8028,periodic-1T,10416
8029,periodic-1T,14784
8030,periodic-1T,10416
8031,periodic-1T,24192
8032,periodic-1T,149520
8033,periodic-1T,72240
8034,periodic-1T,10416
8035,periodic-1T,10080
8036,periodic-1T,10416
8037,periodic-1T,10416
8038,periodic-1T,10416
8039,periodic-1T,10080
8040,periodic-1T,30576
8041,periodic-1T,10416
8042,periodic-1T,10080
8043,periodic-1T,10416
8044,periodic-1T,10416
8045,periodic-1T,14448
8046,periodic-1T,10080
8047,periodic-1T,10416
8048,periodic-1T,10416
8049,periodic-1T,42000
8050,periodic-1T,10416
8051,periodic-1T,10416
8052,periodic-1T,10080
8053,periodic-1T,10416
8054,periodic-1T,10416
8055,periodic-1T,23856
8056,periodic-1T,10080
8057,periodic-1T,40656
8058,periodic-1T,10416
8059,periodic-1T,179424
8060,periodic-1T,27216
8061,periodic-1T,40656
8062,periodic-1T,64176
8063,periodic-1T,10416
8064,periodic-1T,80976
8065,periodic-1T,27888
8066,periodic-1T,39984
8067,periodic-1T,47376
8068,periodic-1T,10080
8069,periodic-1T,81984
8070,periodic-1T,24528
8071,periodic-1T,32592
8072,periodic-1T,10416
8073,periodic-1T,11760
8074,periodic-1T,10416
8075,periodic-1T,165984
8076,periodic-1T,27216
8077,periodic-1T,10416
8078,periodic-1T,74256
8079,periodic-1T,21504
8080,periodic-1T,10416
8081,periodic-1T,20496
8082,periodic-1T,13776
8083,periodic-1T,10416
8084,periodic-1T,10416
8085,periodic-1T,17136
8086,periodic-1T,27216
8087,periodic-1T,10416
8088,periodic-1T,10416
8089,periodic-1T,10752
8090,periodic-1T,10416
8091,periodic-1T,10080
8092,periodic-1T,28224
8093,unsettled,1000000
8094,periodic-1T,23856
8095,periodic-1T,10080
8096,periodic-1T,61824
8097,periodic-1T,10416
8098,periodic-1T,10080
8099,periodic-1T,14448
8100,periodic-1T,10080
8101,periodic-1T,10416
8102,periodic-1T,10416
8103,periodic-1T,10416
8104,periodic-1T,10416
8105,periodic-1T,48384
8106,periodic-1T,33936
8107,periodic-1T,10080
8108,periodic-1T,10080
8109,periodic-1T,33936
8110,periodic-1T,10080
8111,periodic-1T,10752
8112,periodic-1T,27888
8113,periodic-1T,10080
8114,periodic-1T,168336
8115,periodic-1T,10080
8116,periodic-1T,149184
8117,periodic-1T,121296
8118,periodic-1T,10080
8119,periodic-1T,10416
8120,periodic-1T,10416
8121,periodic-1T,13776
8122,unsettled,1000000
8123,periodic-1T,10416
8124,periodic-1T,60816
8125,periodic-1T,10752
8126,periodic-1T,13776
8127,periodic-1T,10416
8128,periodic-1T,10416
8129,periodic-1T,10416
8130,periodic-1T,10416
8131,periodic-1T,10416
8132,periodic-1T,10416
8133,periodic-1T,30576
8134,periodic-1T,10416
8135,periodic-1T,13776
8136,periodic-1T,10416
8137,periodic-1T,10416
8138,periodic-1T,10416
8139,periodic-1T,10080
8140,periodic-1T,33936
8141,periodic-1T,64512
8142,periodic-1T,10416
8143,periodic-1T,10416
8144,periodic-1T,10416
8145,periodic-1T,51744
8146,periodic-1T,11088
8147,periodic-1T,37296
8148,periodic-1T,10080
8149,periodic-1T,10080
8150,periodic-1T,10080
8151,periodic-1T,20832
8152,periodic-1T,128688
8153,periodic-1T,20496
8154,periodic-1T,107856
8155,periodic-1T,10080
8156,periodic-1T,10080
8157,periodic-1T,67536
8158,periodic-1T,112224
8159,periodic-1T,10080
8160,periodic-1T,10080
8161,periodic-1T,10416
8162,periodic-1T,10080
8163,periodic-1T,22848
8164,periodic-1T,10080
8165,periodic-1T,10416
8166,periodic-1T,11760
8167,periodic-1T,10080
8168,periodic-1T,13776
8169,periodic-1T,17136
8170,periodic-1T,10416
8171,periodic-1T,10752
8172,periodic-1T,10416
8173,periodic-1T,20496
8174,periodic-1T,14112
8175,periodic-1T,17136
8176,periodic-1T,31584
8177,periodic-1T,10416
8178,periodic-1T,10416
8179,periodic-1T,10080
8180,periodic-1T,21168
8181,periodic-1T,37296
8182,periodic-1T,10416
8183,periodic-1T,10080
8184,periodic-1T,10416
8185,periodic-1T,10416
8186,periodic-1T,10416
8187,periodic-1T,10080
8188,periodic-1T,10416
8189,periodic-1T,10416
8190,periodic-1T,10080
8191,periodic-1T,16800
8192,periodic-1T,131376
8193,periodic-1T,11760
8194,periodic-1T,10416
8195,periodic-1T,14112
8196,periodic-1T,10416
8197,periodic-1T,10080
8198,periodic-1T,20496
8199,periodic-1T,10416
8200,periodic-1T,10416
8201,periodic-1T,10080
8202,periodic-1T,51072
8203,periodic-1T,12096
8204,periodic-1T,44352
8205,periodic-1T,60480
8206,periodic-1T,10416
8207,periodic-1T,10416
8208,periodic-1T,27552
8209,periodic-1T,21168
8210,periodic-1T,24528
8211,periodic-1T,10416
8212,periodic-1T,10416
8213,periodic-1T,10416
8214,periodic-1T,17136
8215,periodic-1T,14112
8216,periodic-1T,10416
8217,periodic-1T,10416
8218,periodic-1T,10416
8219,periodic-1T,34944
8220,periodic-1T,10416
8221,periodic-1T,24864
8222,periodic-1T,38976
8223,periodic-1T,17136
8224,periodic-1T,10416
8225,periodic-1T,10416
8226,periodic-1T,10080
8227,periodic-1T,80304
8228,periodic-1T,10416
8229,periodic-1T,10080
8230,periodic-1T,10752
8231,periodic-1T,14448
8232,periodic-1T,10416
8233,periodic-1T,11088
8234,periodic-1T,10080
8235,periodic-1T,11424
8236,periodic-1T,27216
8237,periodic-1T,118944
8238,periodic-1T,10416
8239,periodic-1T,104496
8240,periodic-1T,54432
8241,periodic-1T,10752
8242,periodic-1T,10416
8243,periodic-1T,51744
8244,periodic-1T,31248
8245,periodic-1T,10416
8246,periodic-1T,10416
8247,periodic-1T,10080
8248,periodic-1T,10416
8249,periodic-1T,10416
8250,periodic-1T,54768
8251,periodic-1T,10416
8252,periodic-1T,10080
8253,periodic-1T,40992
8254,periodic-1T,10416
8255,periodic-1T,37296
8256,periodic-1T,14448
8257,periodic-1T,44016
8258,periodic-1T,10080
8259,periodic-1T,10416
8260,periodic-1T,10416
8261,periodic-1T,10080
8262,periodic-1T,54096
8263,periodic-1T,10416
8264,periodic-1T,10752
8265,periodic-1T,17136
8266,periodic-1T,10416
8267,periodic-1T,10416
8268,periodic-1T,20832
8269,periodic-1T,10752
8270,periodic-1T,31920
8271,periodic-1T,10416
8272,periodic-1T,10080
8273,periodic-1T,10416
8274,periodic-1T,154896
8275,periodic-1T,10416
8276,periodic-1T,10080
8277,periodic-1T,10416
8278,periodic-1T,10752
8279,periodic-1T,10080
8280,periodic-1T,10416
8281,periodic-1T,10416
8282,periodic-1T,10080
8283,periodic-1T,23856
8284,periodic-1T,102144
8285,periodic-1T,14112
8286,periodic-1T,46704
8287,periodic-1T,37968
8288,periodic-1T,10080
8289,periodic-1T,10416
8290,periodic-1T,10080
8291,periodic-1T,19824
8292,periodic-1T,10416
8293,periodic-1T,10416
8294,periodic-1T,10416
8295,periodic-1T,10416
8296,periodic-1T,10416
8297,periodic-1T,77616
8298,periodic-1T,10416
8299,periodic-1T,30576
8300,periodic-1T,10416
8301,periodic-1T,15120
8302,periodic-1T,10416
8303,periodic-1T,13776
8304,periodic-1T,10080
8305,periodic-1T,10080
8306,periodic-1T,215376
8307,periodic-1T,10080
8308,periodic-1T,10416
8309,periodic-1T,10416
8310,periodic-1T,10416
8311,periodic-1T,10416
8312,periodic-1T,27552
8313,periodic-1T,44688
8314,unsettled,1000000
8315,periodic-1T,30576
8316,periodic-1T,80976
8317,periodic-1T,67536
8318,periodic-1T,10416
8319,periodic-1T,42672
8320,periodic-1T,11088
8321,periodic-1T,10416
8322,periodic-1T,77280
8323,periodic-1T,24528
8324,periodic-1T,10080
8325,periodic-1T,10080
8326,periodic-1T,10416
8327,periodic-1T,41328
8328,periodic-1T,27216
8329,periodic-1T,47376
8330,periodic-1T,10416
8331,periodic-1T,10416
8332,periodic-1T,51408
8333,periodic-1T,10080
8334,periodic-1T,10752
8335,periodic-1T,17808
8336,periodic-1T,10416
8337,periodic-1T,31248
8338,periodic-1T,10416
8339,periodic-1T,10416
8340,periodic-1T,10080
8341,periodic-1T,11424
8342,periodic-1T,60816
8343,periodic-1T,10416
8344,periodic-1T,31248
8345,periodic-1T,10080
8346,periodic-1T,10752
8347,periodic-1T,13776
8348,periodic-1T,171696
8349,periodic-1T,10080
8350,periodic-1T,13776
8351,periodic-1T,61824
8352,periodic-1T,10416
8353,periodic-1T,154896
8354,periodic-1T,10416
8355,periodic-1T,70896
8356,periodic-1T,10080
8357,periodic-1T,10080
8358,periodic-1T,10416
8359,periodic-1T,54096
8360,periodic-1T,10752
8361,periodic-1T,10752
8362,periodic-1T,10080
8363,periodic-1T,75600
8364,periodic-1T,111888
8365,periodic-1T,23856
8366,periodic-1T,40656
8367,periodic-1T,10416
8368,periodic-1T,11760
8369,periodic-1T,10080
8370,periodic-1T,10416
8371,periodic-1T,10416
8372,periodic-1T,10416
8373,periodic-1T,10416
8374,periodic-1T,124992
8375,periodic-1T,14784
8376,periodic-1T,10416
8377,periodic-1T,10416
8378,periodic-1T,18144
8379,periodic-1T,10416
8380,periodic-1T,10416
8381,periodic-1T,45024
8382,periodic-1T,24192
8383,periodic-1T,10080
8384,periodic-1T,10416
8385,periodic-1T,57456
8386,periodic-1T,48048
8387,periodic-1T,10416
8388,periodic-1T,10416
8389,periodic-1T,10080
8390,periodic-1T,18816
8391,periodic-1T,10416
8392,periodic-1T,37296
8393,periodic-1T,128688
8394,periodic-1T,15792
8395,periodic-1T,10080
8396,periodic-1T,18144
8397,periodic-1T,10416
8398,periodic-1T,10752
8399,periodic-1T,10416
8400,periodic-1T,10416
8401,periodic-1T,10080
8402,periodic-1T,10080
8403,periodic-1T,145152
8404,periodic-1T,118944
8405,periodic-1T,10416
8406,periodic-1T,10416
8407,periodic-1T,10416
8408,periodic-1T,10752
8409,periodic-1T,21168
8410,periodic-1T,10416
8411,periodic-1T,10416
8412,periodic-1T,113232
8413,periodic-1T,60816
8414,periodic-1T,10416
8415,periodic-1T,18144
8416,periodic-1T,111216
8417,periodic-1T,10080
8418,periodic-1T,10416
8419,periodic-1T,17472
8420,periodic-1T,10080
8421,periodic-1T,77616
8422,periodic-1T,10416
8423,periodic-1T,10416
8424,periodic-1T,10416
8425,periodic-1T,20496
8426,periodic-1T,10416
8427,periodic-1T,10416
8428,periodic-1T,10080
8429,periodic-1T,10080
8430,periodic-1T,10080
8431,periodic-1T,10416
8432,periodic-1T,10080
8433,periodic-1T,10416
8434,periodic-1T,10080
8435,periodic-1T,24864
8436,periodic-1T,10080
8437,periodic-1T,10416
8438,periodic-1T,10416
8439,periodic-1T,65184
8440,periodic-1T,17472
8441,periodic-1T,10080
8442,periodic-1T,117936
8443,periodic-1T,10416
8444,periodic-1T,11424
8445,periodic-1T,27216
8446,periodic-1T,51072
8447,periodic-1T,10080
8448,periodic-1T,10080
8449,periodic-1T,10080
8450,periodic-1T,10416
8451,periodic-1T,10416
8452,periodic-1T,10416
8453,periodic-1T,10416
8454,periodic-1T,10416
8455,periodic-1T,10752
8456,periodic-1T,17808
8457,periodic-1T,10080
8458,periodic-1T,155904
8459,periodic-1T,54768
8460,periodic-1T,58464
8461,periodic-1T,60816
8462,periodic-1T,51072
8463,periodic-1T,11760
8464,unsettled,1000000
8465,periodic-1T,10416
8466,periodic-1T,10416
8467,periodic-1T,10080
8468,periodic-1T,28560
8469,periodic-1T,37296
8470,periodic-1T,11088
8471,periodic-1T,11424
8472,periodic-1T,10752
8473,periodic-1T,10752
8474,periodic-1T,10416
8475,periodic-1T,43344
8476,periodic-1T,44016
8477,periodic-1T,205296
8478,periodic-1T,10080
8479,periodic-1T,10416
8480,periodic-1T,14448
8481,periodic-1T,70896
8482,periodic-1T,117936
8483,periodic-1T,11424
8484,periodic-1T,16464
8485,periodic-1T,21504
8486,periodic-1T,10752
8487,periodic-1T,10416
8488,periodic-1T,14448
8489,periodic-1T,10416
8490,periodic-1T,10416
8491,periodic-1T,10416
8492,periodic-1T,18480
8493,periodic-1T,10416
8494,periodic-1T,10416
8495,periodic-1T,10080
8496,periodic-1T,10416
8497,periodic-1T,10080
8498,periodic-1T,91056
8499,periodic-1T,10416
8500,periodic-1T,60816
8501,periodic-1T,108192
8502,periodic-1T,10416
8503,periodic-1T,13776
8504,periodic-1T,17472
8505,periodic-1T,94752
8506,periodic-1T,41328
8507,periodic-1T,91728
8508,periodic-1T,10752
8509,periodic-1T,10416
8510,periodic-1T,10080
8511,periodic-1T,20832
8512,periodic-1T,10416
8513,periodic-1T,10080
8514,periodic-1T,10752
8515,periodic-1T,10080
8516,periodic-1T,43680
8517,periodic-1T,10416
8518,periodic-1T,27216
8519,periodic-1T,10416
8520,periodic-1T,10080
8521,periodic-1T,10416
8522,periodic-1T,10752
8523,periodic-1T,10752
8524,periodic-1T,13776
8525,periodic-1T,10080
8526,periodic-1T,30576
8527,periodic-1T,10416
8528,periodic-1T,71568
8529,periodic-1T,10416
8530,periodic-1T,10416
8531,periodic-1T,10416
8532,periodic-1T,20832
8533,periodic-1T,10416
8534,periodic-1T,10416
8535,periodic-1T,10416
8536,periodic-1T,10080
8537,periodic-1T,30576
8538,periodic-1T,33600
8539,periodic-1T,51744
8540,periodic-1T,10416
8541,periodic-1T,17136
8542,periodic-1T,10416
8543,periodic-1T,20496
8544,periodic-1T,14784
8545,periodic-1T,10080
8546,periodic-1T,10752
8547,periodic-1T,57456
8548,periodic-1T,40992
